Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Guitar Hero: On Tour,DS,Misc,Activision,Vicarious Visions,7.1,3.46,2.1,0.01,1.01,0.35,22-06-2008,
Tekken 4,PS2,Fighting,Namco,Namco,7.9,3.44,1.55,0.33,1.27,0.29,23-09-2002,
LEGO Batman: The Videogame,X360,Adventure,Warner Bros. Interactive,Traveller's Tales,7.5,3.44,2.07,,1.04,0.34,23-09-2008,
Halo: The Master Chief Collection,XOne,Shooter,Microsoft Studios,343 Industries,8.8,3.44,2.06,0.03,1.04,0.31,11-11-2014,24-03-2018
LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,Media Molecule,9.1,3.43,1.83,0.06,1.07,0.47,18-01-2011,
FIFA 14,PS4,Sports,EA Sports,EA Canada,,3.43,0.62,0.12,2.18,0.51,15-11-2013,15-09-2018
Grand Theft Auto 2,PS,Action,Rockstar Games,DMA Design,6.9,3.42,1.13,,2.07,0.22,25-10-1999,
Destiny,XOne,Shooter,Activision,Bungie,8.3,3.41,2.17,,0.92,0.32,09-09-2014,12-01-2018
Spider-Man 2,PS2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,28-06-2004,
FIFA Soccer 2003,PS2,Sports,EA Sports,EA Canada,,3.4,0.46,0.05,2.28,0.61,14-11-2002,
Crash Bash,PS,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,06-11-2000,
Gears of War 4,XOne,Shooter,Microsoft Studios,The Coalition,,3.38,2.17,,0.9,0.32,11-10-2016,13-01-2018
The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,28-10-2016,01-04-2018
Watch Dogs 2,PS4,Action,Ubisoft,Ubisoft,,3.36,0.98,0.12,1.74,0.52,15-11-2016,
WWF War Zone,PS,Fighting,Acclaim Entertainment,Iguana Entertainment,,3.36,2.47,,0.76,0.13,14-07-1998,
Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,29-10-2013,22-03-2018
NBA 2K18,PS4,Sports,2K Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,19-09-2017,02-04-2018
James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,Eurocom Entertainment Software,,3.33,1.45,0.12,1.29,0.46,18-11-2002,
Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,The Collective,,3.32,1.47,0.03,1.39,0.43,04-05-2005,
Max Payne,PS2,Shooter,Rockstar Games,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,06-12-2001,
Madden NFL 16,PS4,Sports,EA Sports,EA Tiburon,8.2,3.3,2.39,,0.31,0.61,25-08-2015,31-03-2018
The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,05-11-2003,
Madden NFL 17,PS4,Sports,EA Sports,EA Tiburon,8.5,3.28,2.3,,0.37,0.6,23-08-2016,01-04-2018
Gran Turismo (PSP),PSP,Racing,Sony Computer Entertainment,Polyphony Digital,,3.27,0.51,0.31,1.59,0.86,01-10-2009,03-01-2018
Far Cry 3,PS3,Shooter,Ubisoft,Ubisoft Montreal,,3.27,0.88,0.1,1.79,0.5,04-12-2012,
True Crime: Streets of LA,PS2,Action,Activision,Luxoflux,,3.27,1.89,0.02,1.05,0.31,03-11-2003,
FIFA 16,XOne,Sports,EA Sports,EA Canada,8.5,3.25,0.92,,2.1,0.24,22-09-2015,01-04-2018
L.A. Noire,PS3,Adventure,Rockstar Games,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,15-11-2011,
007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.2,3.21,1.72,,1.33,0.16,16-11-1999,
WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,Yuke's,8.7,3.2,1.76,0.07,1.21,0.16,21-11-2000,
Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,15-11-2013,14-03-2018
Enter the Matrix,PS2,Action,Atari,Shiny Entertainment,,3.18,1.78,0.09,1.12,0.19,14-05-2003,
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,05-10-2018,17-11-2018
Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,19-10-2010,
FIFA Soccer 08,PS2,Sports,EA Sports,EA Canada,,3.14,0.68,,0,2.46,09-10-2007,
Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,1st Playable Productions,7,3.14,1.87,,0.97,0.3,25-11-2008,
FIFA 18,XOne,Sports,EA Sports,EA Vancouver,8,3.14,0.98,,1.92,0.23,29-09-2017,02-04-2018
Spider-Man,PS,Action,Activision,Neversoft Entertainment,,3.13,1.7,0.02,1.25,0.16,30-08-2000,
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,20-03-2007,
Resident Evil 6,PS3,Action,Capcom,Capcom,,3.12,0.88,0.88,0.97,0.39,02-10-2012,
Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,EA Canada,,3.12,2.14,,0.86,0.13,25-03-1998,
Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,Ubisoft Paris,7,3.12,1.07,0.22,1.35,0.47,07-03-2017,01-04-2018
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,,3.11,1.88,0.04,0.91,0.28,11-03-2014,12-01-2018
NBA 2K13,X360,Sports,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,02-10-2012,04-01-2018
Mass Effect 2,X360,Role-Playing,Electronic Arts,BioWare Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,26-01-2010,
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,Traveller's Tales,7.3,3.08,1.8,,0.98,0.29,23-09-2008,
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,,3.08,2.5,0.01,0.16,0.42,19-08-2001,
Saints Row 2,X360,Action,THQ,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,14-10-2008,02-04-2018
Call of Duty: Ghosts,XOne,Shooter,Activision,Infinity Ward,7.5,3.07,1.92,,0.86,0.28,22-11-2013,21-03-2018
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis,,3.07,1.72,,1.21,0.14,25-03-2002,
Borderlands 2,X360,Shooter,2K Games,Gearbox Software,,3.06,1.89,0.04,0.88,0.26,15-01-2013,
LEGO Batman: The Videogame,DS,Adventure,Warner Bros. Interactive,Traveller's Tales,7.8,3.06,1.75,,1.02,0.29,23-09-2008,
Kung Fu Panda,X360,Platform,Activision,Luxoflux,7.5,3.05,1.91,,0.84,0.29,03-06-2008,
Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,Kojima Productions,,3.04,0.97,0.5,1.15,0.42,01-09-2015,04-05-2018
Mass Effect 3,X360,Role-Playing,Electronic Arts,BioWare,9.5,3.04,1.94,0.03,0.84,0.24,06-03-2012,
Rayman,PS,Platform,Ubisoft,Ubisoft Montpellier,7,3.03,1.54,,1.33,0.16,01-09-1995,
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,,1.04,0.13,17-11-2002,
WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,Yuke's,8.4,3,1.57,,1.02,0.41,15-11-2005,04-01-2018
The Sims: Livin Large,PC,Misc,Electronic Arts,Maxis,,2.99,1.67,,1.18,0.13,27-08-2000,
World Soccer Winning Eleven 6 International,PS2,Sports,Konami,Konami Computer Entertainment Tokyo,,2.99,0.12,1.16,1.26,0.45,11-03-2003,
Far Cry 3,X360,Shooter,Ubisoft,Ubisoft Montreal,,2.98,1.38,0.02,1.33,0.25,04-12-2012,07-02-2018
Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,IO Interactive,,2.96,1.36,0.04,1.15,0.41,01-10-2002,
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,02-03-2010,
Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,17-02-2009,
WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,Yuke's,,2.94,1.45,0.04,1.11,0.33,14-11-2005,
Pac-Man Collection,GBA,Puzzle,Namco,Mass Media,,2.94,2.07,0.05,0.77,0.05,12-07-2001,
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8,2.93,2.53,,0.16,0.24,28-08-2012,04-01-2018
Doom (2016),PS4,Shooter,Bethesda Softworks,id Software,,2.92,0.93,0.04,1.48,0.46,13-05-2016,
FIFA 15,X360,Sports,EA Sports,EA Canada,6.9,2.91,0.8,,1.9,0.21,23-09-2014,23-03-2018
Mass Effect,X360,Role-Playing,Microsoft Game Studios,BioWare Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,20-11-2007,
Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,2.9,1.98,,0.54,0.38,19-04-2011,06-01-2018
Call of Duty: Finest Hour,PS2,Shooter,Activision,Spark Unlimited,,2.89,1.51,0.01,1.12,0.24,16-11-2004,
Cooking Mama: Cook Off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,20-03-2007,
Sega Superstars Tennis,X360,Sports,Sega,Sumo Digital,6.9,2.89,1.75,,0.86,0.28,18-03-2008,
Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,Clap Hanz,,2.89,0.99,1.38,0.32,0.2,11-03-2002,
Imagine: Babyz,DS,Simulation,Ubisoft,Visual Impact,3.5,2.87,1.3,,1.26,0.31,23-10-2007,
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,31-01-2000,
Mafia III,PS4,Action-Adventure,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,07-10-2016,02-04-2018
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,06-06-2002,
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,16-11-2010,
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2.83,2.52,,0.09,0.22,14-08-2009,
BioShock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,21-08-2007,
WWE SmackDown! vs. Raw,PS2,Fighting,THQ,Yuke's,,2.83,1.32,0.04,1.08,0.39,02-11-2004,
Zumba Fitness 2,Wii,Sports,Majesco,"Pipeworks Software, Inc.",,2.83,1.52,,1.05,0.26,15-11-2011,
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,,2.82,0.83,0.08,1.48,0.44,19-08-2014,25-03-2019
Finding Nemo,GBA,Platform,THQ,Vicarious Visions,7,2.82,1.59,0.04,1.05,0.14,10-05-2003,
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,01-10-2009,
Medal of Honor,PS3,Shooter,Electronic Arts,EA Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,12-10-2010,
Imagine: Fashion Designer,DS,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,3,2.81,1.32,,1.19,0.3,23-10-2007,17-09-2018
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,16-11-2010,
Killzone 3,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,22-02-2011,
NBA Street,PS2,Sports,EA Sports BIG,NuFX,,2.79,2.19,,0.22,0.38,18-06-2001,
Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,8,2.79,1.35,,1.15,0.3,16-10-2011,
WWF SmackDown! Just Bring It,PS2,Fighting,THQ,Yuke's,,2.79,1.19,0.04,1.15,0.41,18-11-2001,
Mortal Kombat Trilogy,PS,Fighting,Midway Games,Avalanche Software,,2.79,1.98,,0.7,0.11,01-09-1996,
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,Camelot Software Planning,,2.79,0.29,2.13,0.2,0.18,05-05-1998,
A Bug's Life,PS,Platform,Sony Computer Entertainment,Traveller's Tales,3.6,2.79,1.96,,0.72,0.11,31-10-1998,
Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,7.1,2.77,1.74,,0.78,0.26,16-09-2008,
Saints Row: The Third,X360,Action,THQ,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,15-11-2011,
The Sims,PS2,Simulation,Electronic Arts,Edge of Reality,,2.77,1.41,,1.12,0.24,12-01-2003,
Battlefield 3,PC,Shooter,Electronic Arts,Dice,8.9,2.76,0.89,,1.44,0.43,25-10-2011,
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,30-10-2012,19-12-2018
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,23-02-2016,03-04-2018
L.A. Noire,X360,Adventure,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,15-11-2011,
Overwatch,XOne,Shooter,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,,0.84,0.25,24-05-2016,24-03-2018
Need for Speed (2015),PS4,Racing,Electronic Arts,Ghost Games,7,2.72,0.59,0.06,1.66,0.41,03-11-2015,03-04-2018
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft,Ubisoft Montreal,,2.71,1.62,,0.84,0.25,01-12-2015,09-01-2018
Skate 3,X360,Sports,EA Sports,EA Black Box,8.3,2.71,1.47,,0.99,0.25,11-05-2010,
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2.71,2.12,,0.24,0.36,28-08-2012,04-01-2018
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2.7,2.43,,0.11,0.16,30-08-2011,
Call of Duty 3,X360,Shooter,Activision,Treyarch,8,2.7,1.49,0.02,0.92,0.27,07-11-2006,
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,8.4,2.69,1.85,0.01,0.64,0.19,12-09-2006,
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2.69,2.38,,0.12,0.19,10-08-2010,
Burnout 3: Takedown,PS2,Racing,Electronic Arts,Criterion Games,9.3,2.68,1.23,,1.11,0.34,07-09-2004,
Mortal Kombat,GEN,Fighting,Arena Entertainment,Probe Entertainment Limited,,2.67,1.95,,0.63,0.09,13-09-1993,
Medal of Honor,PS,Shooter,Electronic Arts,DreamWorks Interactive,9.3,2.67,1.44,,1.09,0.14,11-11-1999,
Call of Duty 2: Big Red One,PS2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,01-11-2005,
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,31-01-2012,
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,20-10-2006,
Guitar Hero: World Tour,X360,Misc,Activision,Neversoft Entertainment,8.6,2.66,1.78,,0.64,0.25,26-10-2008,
WWE SmackDown! Shut Your Mouth,PS2,Fighting,THQ,Yuke's,,2.66,1.32,0.04,1.29,,31-10-2002,
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft,,2.65,1.15,,1.11,0.4,08-04-2003,
Need for Speed: Shift,PS3,Racing,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,15-09-2009,
Hannah Montana,DS,Action,Buena Vista,DC Studios,6.5,2.65,1.59,,0.8,0.26,10-10-2006,
Medal of Honor,X360,Shooter,Electronic Arts,EA Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,12-10-2010,
NBA 2K12,X360,Sports,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,04-10-2011,
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,Angel Studios,,2.63,2,0.02,0.47,0.14,25-10-2000,
NBA 2K19,PS4,Sports,2K Sports,Visual Concepts,,2.63,1.69,0.03,0.44,0.47,11-09-2018,26-09-2018
NBA 2K13,PS3,Sports,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,02-10-2012,04-01-2018
FIFA Soccer 10,X360,Sports,EA Sports,EA Canada,8.9,2.62,0.6,0.01,1.79,0.23,20-10-2009,
ESPN NFL 2K5,PS2,Sports,Sega,Visual Concepts,,2.62,2.15,,0.12,0.36,20-07-2004,
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2.62,1.73,,0.42,0.47,25-08-2017,03-04-2018
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,17-11-2009,03-12-2018
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,Eurocom Entertainment Software,,2.61,0.9,0.04,1.22,0.44,14-11-2002,
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,Rockstar North,9,2.6,1.08,0.03,1.22,0.27,29-10-2009,
Streets of Rage,GEN,Action,Sega,Sega,,2.6,1.86,0.11,0.55,0.08,31-12-1990,
FIFA Soccer 09,PS3,Sports,Electronic Arts,EA Canada,8.6,2.59,0.49,0.04,1.63,0.43,14-10-2008,
NBA Live 2005,PS2,Sports,EA Sports,EA Canada,,2.59,2.03,,0.21,0.35,28-09-2004,
Tom Clancy's The Division,XOne,Shooter,Ubisoft,Massive Entertainment,,2.59,1.54,,0.82,0.24,08-03-2016,04-05-2018
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,Traveller's Tales,,2.59,1.53,,0.83,0.24,06-11-2007,
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,Yuke's,8,2.58,1.4,0.03,0.88,0.26,14-11-2006,
Skylanders Giants,Wii,Misc,Activision,Toys for Bob,,2.58,1.49,,0.86,0.23,21-10-2012,16-01-2018
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,,2.57,2.14,,0.08,0.35,14-08-2007,
NBA 2K14,X360,Sports,2K Sports,Visual Concepts,,2.57,2.11,0,0.19,0.27,11-10-2013,05-01-2018
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,03-11-2009,
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,Camelot Software Planning,,2.56,0.26,2.13,0.17,,05-05-1998,
FIFA 16,PS3,Sports,EA Sports,EA Canada,9,2.55,0.43,0.05,1.68,0.38,22-09-2015,01-04-2018
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.5,2.54,2.21,,0.12,0.2,12-08-2008,
Crazy Taxi,PS2,Racing,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,14-05-2001,
Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,05-03-2013,06-01-2018
Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,20-10-2008,
PES 2009: Pro Evolution Soccer,PS2,Sports,Konami,Konami,,2.5,0.13,0.26,0.07,2.05,11-11-2008,
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,Raven Software,8.3,2.5,2.29,,0.02,0.19,24-10-2006,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,Rockstar North,9.8,2.49,1.84,,0.56,0.09,31-10-2003,
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,Midway,8.2,2.49,1.81,,0.52,0.15,16-11-2002,
Game Party,Wii,Misc,Midway Games,JGI Entertainment,2.6,2.49,1.47,,0.77,0.24,27-11-2007,
NBA 2K15,PS4,Sports,2K Sports,Visual Concepts,,2.49,1.49,0.01,0.55,0.44,07-10-2014,04-01-2018
Saints Row: The Third,PS3,Action,THQ,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,15-11-2011,
Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,Core Design Ltd.,,2.48,1.15,0.06,1.14,0.13,22-11-1999,
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.4,2.47,2.13,,0.08,0.26,25-08-2015,31-03-2018
Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,9.1,2.47,1.93,,0.33,0.21,20-11-2007,
Assassin's Creed Origins,XOne,Action,Ubisoft,Ubisoft Montreal,,2.47,1.34,,0.92,0.22,27-10-2017,10-01-2018
Minecraft,PSV,Misc,Sony Computer Entertainment America,4J Studios,,2.47,0.22,1.25,0.73,0.27,11-11-2014,05-08-2018
Pure,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.3,2.47,1.38,0,0.84,0.25,16-09-2008,
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,2.45,1.29,,0.94,0.22,29-06-2010,01-12-2018
Dying Light,PS4,Action,Warner Bros. Interactive,Techland,,2.45,1.18,0.13,0.74,0.4,27-01-2015,04-05-2018
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.1,2.44,2.14,,0.04,0.26,23-08-2016,01-04-2018
Twisted Metal 2,PS,Racing,Sony Computer Entertainment,SingleTrac,8.7,2.44,2.12,,0.25,0.07,31-10-1996,
uDraw Studio,Wii,Misc,THQ,"Pipeworks Software, Inc.",,2.44,1.65,,0.58,0.21,14-11-2010,
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,Maxis,,2.43,1.07,,1.19,0.18,15-12-2003,
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,18-03-2008,
Sonic Adventure,DC,Platform,Sega,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,09-09-1999,
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,EA Black Box,7.4,2.42,0.87,,0.97,0.58,31-10-2006,
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,343 Industries,8,2.41,1.44,0.04,0.71,0.22,15-11-2011,
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,15-11-2011,29-09-2018
Need for Speed: ProStreet,PS2,Racing,Electronic Arts,EA Black Box,,2.41,0.69,0.04,0,1.68,13-11-2007,
Pro Evolution Soccer 2011,PS3,Sports,Konami,Konami,6,2.41,0.29,0.54,1.18,0.41,05-10-2010,
NBA 2K16,XOne,Sports,2K Sports,Visual Concepts,8.3,2.41,2.01,,0.15,0.25,29-09-2015,28-03-2018
ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,05-02-2001,
Forza Motorsport 5,XOne,Racing,Microsoft Studios,Turn 10 Studios,,2.4,1.28,0.01,0.9,0.21,22-11-2013,15-01-2018
Batman: Arkham Origins,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,2.4,1.08,0.04,0.88,0.4,25-10-2013,13-04-2018
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,Rockstar San Diego,8,2.4,1.72,0.01,0.45,0.22,20-10-2008,
Tetris Plus,PS,Puzzle,Jaleco,Atlus Co.,,2.4,2.1,,0.24,0.07,18-10-1996,
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.4,2.4,2.05,,0.15,0.2,10-08-2010,
Theme Hospital,PC,Strategy,Electronic Arts,Bullfrog Productions,5.5,2.4,2.3,,0.1,,31-03-1997,
Zumba Fitness,X360,Sports,Majesco,"Pipeworks Software, Inc.",,2.39,1.74,,0.45,0.2,18-11-2010,
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,Konami,6.7,2.39,2.15,,0.18,0.07,24-10-2001,
Monopoly,PC,Misc,Hasbro Interactive,Unknown,,2.39,1.49,,0.81,0.1,01-01-1995,
Mortal Kombat II (US & Others sales),GEN,Fighting,Acclaim Entertainment,Probe Entertainment Limited,,2.39,1.78,,0.53,0.08,01-01-1994,
Dead Island,X360,Action,Deep Silver,Techland,7,2.38,1.48,,0.7,0.21,06-09-2011,
WCW/nWo Revenge,N64,Fighting,THQ,Aki Corp.,,2.38,1.94,0.03,0.39,0.02,26-10-1998,
The Incredibles,PS2,Action,THQ,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,31-10-2004,
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.5,2.37,2.03,,0.13,0.21,14-08-2009,
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.7,2.37,2.18,,0.01,0.18,14-08-2007,
Tony Hawk's Underground 2,PS2,Sports,Activision,Neversoft Entertainment,,2.37,1.25,0.01,0.86,0.26,04-10-2004,
Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,Backbone Entertainment,8.1,2.36,1.39,,0.64,0.33,10-02-2009,
Destiny 2,XOne,Shooter,Activision,Bungie,,2.35,1.66,,0.47,0.23,06-09-2017,20-04-2018
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,Traveller's Tales,7.8,2.35,1.51,,0.62,0.22,03-06-2008,
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,2.34,1.26,,0.87,0.21,22-10-2013,01-12-2018
WWE SmackDown vs Raw 2008,PS2,Fighting,THQ,Yuke's Media Creations,,2.34,0.92,0.01,0,1.41,13-11-2007,
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,18-11-2014,05-01-2019
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,Rare Ltd.,6.6,2.33,1.38,0.02,0.72,0.21,25-10-2011,
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.8,2.33,2.02,,0.07,0.25,27-08-2013,06-01-2018
Grand Theft Auto,PS,Action,Take-Two Interactive,DMA Design,6,2.32,0.79,0.04,1.35,0.14,30-06-1998,
My Fitness Coach,Wii,Sports,Ubisoft,Ubisoft,7.1,2.32,1.18,,0.9,0.24,02-12-2008,
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,Ubisoft Montreal,8.3,2.32,1.51,,0.59,0.22,22-11-2013,14-03-2018
Cool Boarders 3,PS,Sports,989 Studios,Idol Minds Digital Entertainment,,2.31,1.65,0.1,0.46,0.1,28-10-1998,
Need for Speed: High Stakes,PS,Racing,Electronic Arts,EA Canada,,2.31,1.58,,0.64,0.09,01-03-1999,
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,2.31,1.28,0,0.82,0.2,26-10-2010,
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,Traveller's Tales,8,2.31,1.02,,0.93,0.36,06-11-2007,
